Commodity,State,Units,Year,Value,
Other plant products,Indiana,Million dollars,2006,71.41678193,
Other plant products,Indiana,Million dollars,2007,87.55586656,
Other plant products,Indiana,Million dollars,2008,119.2556919,
Other plant products,Indiana,Million dollars,2009,117.5631687,
Other plant products,Indiana,Million dollars,2010,136.0238549,
Other plant products,Indiana,Million dollars,2011,165.1349729,
Other plant products,Indiana,Million dollars,2012,173.2353584,
Other plant products,Indiana,Million dollars,2013,179.1024811,
Other plant products,Indiana,Million dollars,2014,193.0268982,
Other plant products,Indiana,Million dollars,2015,165.7200645,
Other plant products,Indiana,Million dollars,2016,186.9393005,
Other plant products,Indiana,Million dollars,2017,191.2026863,
Other plant products,Indiana,Million dollars,2018,178.7860269,
Other plant products,Indiana,Million dollars,2019,195.0137922,
Other plant products,Indiana,Million dollars,2020,196.7997656,
Other plant products,Indiana,Million dollars,2021,229.495699,
Other plant products,Indiana,Million dollars,2022,232.6290866,
Other poultry products,Indiana,Million dollars,2000,45.114383,
Other poultry products,Indiana,Million dollars,2001,48.57503636,
Other poultry products,Indiana,Million dollars,2002,38.51313419,
Other poultry products,Indiana,Million dollars,2003,45.86710914,
Other poultry products,Indiana,Million dollars,2004,48.98745341,
Other poultry products,Indiana,Million dollars,2005,57.60988801,
Other poultry products,Indiana,Million dollars,2006,65.8232482,
Other poultry products,Indiana,Million dollars,2007,90.86308898,
Other poultry products,Indiana,Million dollars,2008,101.4224701,
Other poultry products,Indiana,Million dollars,2009,94.23764165,
Other poultry products,Indiana,Million dollars,2010,110.7129817,
Other poultry products,Indiana,Million dollars,2011,130.4267685,
Other poultry products,Indiana,Million dollars,2012,141.3171672,
Other poultry products,Indiana,Million dollars,2013,161.0061767,
Other poultry products,Indiana,Million dollars,2014,189.5335331,
Other poultry products,Indiana,Million dollars,2015,164.3273419,
Other poultry products,Indiana,Million dollars,2016,144.7773171,
Other poultry products,Indiana,Million dollars,2017,163.5773022,
Other poultry products,Indiana,Million dollars,2018,163.1453501,
Other poultry products,Indiana,Million dollars,2019,155.1894512,
Other poultry products,Indiana,Million dollars,2020,171.7809513,
Other poultry products,Indiana,Million dollars,2021,223.1411076,
Other poultry products,Indiana,Million dollars,2022,272.9192053,
Pork,Indiana,Million dollars,2000,66.54109558,
Pork,Indiana,Million dollars,2001,83.14784112,
Pork,Indiana,Million dollars,2002,78.41848475,
Pork,Indiana,Million dollars,2003,92.3172499,
Pork,Indiana,Million dollars,2004,113.7981304,
Pork,Indiana,Million dollars,2005,135.876978,
Pork,Indiana,Million dollars,2006,144.5924691,
Pork,Indiana,Million dollars,2007,167.6097011,
Pork,Indiana,Million dollars,2008,274.4898363,
Pork,Indiana,Million dollars,2009,244.0202368,
Pork,Indiana,Million dollars,2010,273.2181465,
Pork,Indiana,Million dollars,2011,341.4109412,
Pork,Indiana,Million dollars,2012,340.1065642,
Pork,Indiana,Million dollars,2013,301.8428887,
Pork,Indiana,Million dollars,2014,339.1081953,
Pork,Indiana,Million dollars,2015,296.9899191,
Pork,Indiana,Million dollars,2016,315.1822714,
Pork,Indiana,Million dollars,2017,379.3511888,
Pork,Indiana,Million dollars,2018,369.0624757,
Pork,Indiana,Million dollars,2019,402.1112715,
Pork,Indiana,Million dollars,2020,415.9432556,
Pork,Indiana,Million dollars,2021,427.5027981,
Pork,Indiana,Million dollars,2022,393.7923528,
Rice,Indiana,Million dollars,2000,0,
Rice,Indiana,Million dollars,2001,0,
Rice,Indiana,Million dollars,2002,0,
Rice,Indiana,Million dollars,2003,0,
Rice,Indiana,Million dollars,2004,0,
Rice,Indiana,Million dollars,2005,0,
Rice,Indiana,Million dollars,2006,0,
Rice,Indiana,Million dollars,2007,0,
Rice,Indiana,Million dollars,2008,0,
Rice,Indiana,Million dollars,2009,0,
Rice,Indiana,Million dollars,2010,0,
Rice,Indiana,Million dollars,2011,0,
Rice,Indiana,Million dollars,2012,0,
Rice,Indiana,Million dollars,2013,0,
Rice,Indiana,Million dollars,2014,0,
Rice,Indiana,Million dollars,2015,0,
Rice,Indiana,Million dollars,2016,0,
Rice,Indiana,Million dollars,2017,0,
Rice,Indiana,Million dollars,2018,0,
Rice,Indiana,Million dollars,2019,0,
Rice,Indiana,Million dollars,2020,0,
Rice,Indiana,Million dollars,2021,0,
Rice,Indiana,Million dollars,2022,0,
Soybean meal,Indiana,Million dollars,2000,117.6271119,
Soybean meal,Indiana,Million dollars,2001,152.9136715,
Soybean meal,Indiana,Million dollars,2002,122.3523348,
Soybean meal,Indiana,Million dollars,2003,97.81044928,
Soybean meal,Indiana,Million dollars,2004,132.7302404,
Soybean meal,Indiana,Million dollars,2005,119.2312305,
Soybean meal,Indiana,Million dollars,2006,157.321093,
Soybean meal,Indiana,Million dollars,2007,193.636019,
Soybean meal,Indiana,Million dollars,2008,263.5814048,
Soybean meal,Indiana,Million dollars,2009,292.2960471,
Soybean meal,Indiana,Million dollars,2010,297.0129457,
Soybean meal,Indiana,Million dollars,2011,269.4901672,
Soybean meal,Indiana,Million dollars,2012,393.7949481,
Soybean meal,Indiana,Million dollars,2013,416.7610751,
Soybean meal,Indiana,Million dollars,2014,463.3544558,
Soybean meal,Indiana,Million dollars,2015,382.8433904,
Soybean meal,Indiana,Million dollars,2016,298.6091558,
Soybean meal,Indiana,Million dollars,2017,299.4167749,
Soybean meal,Indiana,Million dollars,2018,391.9231629,
Soybean meal,Indiana,Million dollars,2019,359.3982928,
Soybean meal,Indiana,Million dollars,2020,372.777727,
Soybean meal,Indiana,Million dollars,2021,456.8939084,
Soybean meal,Indiana,Million dollars,2022,471.5002352,
Soybeans,Indiana,Million dollars,2000,484.5445316,
Soybeans,Indiana,Million dollars,2001,552.6401962,
Soybeans,Indiana,Million dollars,2002,516.6833263,
Soybeans,Indiana,Million dollars,2003,611.3923665,
Soybeans,Indiana,Million dollars,2004,679.0455113,
Soybeans,Indiana,Million dollars,2005,502.6845226,
Soybeans,Indiana,Million dollars,2006,654.742024,
Soybeans,Indiana,Million dollars,2007,893.8485064,
Soybeans,Indiana,Million dollars,2008,1270.664511,
Soybeans,Indiana,Million dollars,2009,1371.320536,
Soybeans,Indiana,Million dollars,2010,1572.366536,
Soybeans,Indiana,Million dollars,2011,1472.851059,
Soybeans,Indiana,Million dollars,2012,1994.409402,
Soybeans,Indiana,Million dollars,2013,1652.634083,
Soybeans,Indiana,Million dollars,2014,2011.134811,
Soybeans,Indiana,Million dollars,2015,1505.9217,
Soybeans,Indiana,Million dollars,2016,1669.883295,
Soybeans,Indiana,Million dollars,2017,1648.640427,
Soybeans,Indiana,Million dollars,2018,1311.302756,
Soybeans,Indiana,Million dollars,2019,1540.953528,
Soybeans,Indiana,Million dollars,2020,2013.978197,
Soybeans,Indiana,Million dollars,2021,2232.156671,
Soybeans,Indiana,Million dollars,2022,2647.643327,
Tobacco,Indiana,Million dollars,2000,47.84096265,
Tobacco,Indiana,Million dollars,2001,27.84219061,
Tobacco,Indiana,Million dollars,2002,26.63968843,
Tobacco,Indiana,Million dollars,2003,21.06471166,
Tobacco,Indiana,Million dollars,2004,28.47788972,
Tobacco,Indiana,Million dollars,2005,0,
Tobacco,Indiana,Million dollars,2006,0,
Tobacco,Indiana,Million dollars,2007,0,
Tobacco,Indiana,Million dollars,2008,0,
Tobacco,Indiana,Million dollars,2009,0,
Tobacco,Indiana,Million dollars,2010,0,
Tobacco,Indiana,Million dollars,2011,0,
Tobacco,Indiana,Million dollars,2012,0,
Tobacco,Indiana,Million dollars,2013,0,
Tobacco,Indiana,Million dollars,2014,0,
Tobacco,Indiana,Million dollars,2015,0,
Tobacco,Indiana,Million dollars,2016,0,
Tobacco,Indiana,Million dollars,2017,0,
Tobacco,Indiana,Million dollars,2018,0,
Tobacco,Indiana,Million dollars,2019,0,
Tobacco,Indiana,Million dollars,2020,0,
Tobacco,Indiana,Million dollars,2021,0,
Tobacco,Indiana,Million dollars,2022,0,
Total agricultural exports,Indiana,Million dollars,2000,1747.826991,
Total agricultural exports,Indiana,Million dollars,2001,2031.265582,
Total agricultural exports,Indiana,Million dollars,2002,1821.615919,
Total agricultural exports,Indiana,Million dollars,2003,1865.4719,
Total agricultural exports,Indiana,Million dollars,2004,2245.763937,
Total agricultural exports,Indiana,Million dollars,2005,1904.529406,
Total agricultural exports,Indiana,Million dollars,2006,2406.034201,
Total agricultural exports,Indiana,Million dollars,2007,3256.028717,
Total agricultural exports,Indiana,Million dollars,2008,4437.420468,
Total agricultural exports,Indiana,Million dollars,2009,3850.700833,
Total agricultural exports,Indiana,Million dollars,2010,4387.007136,
Total agricultural exports,Indiana,Million dollars,2011,5064.947132,
Total agricultural exports,Indiana,Million dollars,2012,5121.557669,
Total agricultural exports,Indiana,Million dollars,2013,4599.768858,
Total agricultural exports,Indiana,Million dollars,2014,5759.280025,
Total agricultural exports,Indiana,Million dollars,2015,4679.284376,
Total agricultural exports,Indiana,Million dollars,2016,4524.053665,
Total agricultural exports,Indiana,Million dollars,2017,4734.488864,
Total agricultural exports,Indiana,Million dollars,2018,4591.216967,
Total agricultural exports,Indiana,Million dollars,2019,4539.388699,
Total agricultural exports,Indiana,Million dollars,2020,5219.991089,
Total agricultural exports,Indiana,Million dollars,2021,6659.438765,
Total agricultural exports,Indiana,Million dollars,2022,7402.051595,
Total animal products,Indiana,Million dollars,2000,195.2260648,
Total animal products,Indiana,Million dollars,2001,221.5964406,
Total animal products,Indiana,Million dollars,2002,194.1590709,
Total animal products,Indiana,Million dollars,2003,222.0533199,
Total animal products,Indiana,Million dollars,2004,239.8264521,
Total animal products,Indiana,Million dollars,2005,276.5209249,
Total animal products,Indiana,Million dollars,2006,305.1269024,
Total animal products,Indiana,Million dollars,2007,388.1922932,
Total animal products,Indiana,Million dollars,2008,591.8395358,
Total animal products,Indiana,Million dollars,2009,520.022871,
Total animal products,Indiana,Million dollars,2010,641.2036449,
Total animal products,Indiana,Million dollars,2011,772.6396911,
Total animal products,Indiana,Million dollars,2012,799.3003531,
Total animal products,Indiana,Million dollars,2013,794.1181526,
Total animal products,Indiana,Million dollars,2014,864.4242179,
Total animal products,Indiana,Million dollars,2015,755.3789547,
Total animal products,Indiana,Million dollars,2016,747.2183809,
Total animal products,Indiana,Million dollars,2017,877.8401744,
Total animal products,Indiana,Million dollars,2018,851.3525475,
Total animal products,Indiana,Million dollars,2019,888.7215825,
Total animal products,Indiana,Million dollars,2020,931.743484,
Total animal products,Indiana,Million dollars,2021,1101.33271,
Total animal products,Indiana,Million dollars,2022,1157.615918,
Total plant products,Indiana,Million dollars,2000,1552.600926,
Total plant products,Indiana,Million dollars,2001,1809.669142,
Total plant products,Indiana,Million dollars,2002,1627.456849,
Total plant products,Indiana,Million dollars,2003,1643.41858,
Total plant products,Indiana,Million dollars,2004,2005.937485,
Total plant products,Indiana,Million dollars,2005,1628.008481,
Total plant products,Indiana,Million dollars,2006,2100.907299,
Total plant products,Indiana,Million dollars,2007,2867.836423,
Total plant products,Indiana,Million dollars,2008,3845.580932,
Total plant products,Indiana,Million dollars,2009,3330.677962,
Total plant products,Indiana,Million dollars,2010,3745.803491,
Total plant products,Indiana,Million dollars,2011,4292.307441,
Total plant products,Indiana,Million dollars,2012,4322.257316,
Total plant products,Indiana,Million dollars,2013,3805.650705,
Total plant products,Indiana,Million dollars,2014,4894.855807,
Total plant products,Indiana,Million dollars,2015,3923.905421,
Total plant products,Indiana,Million dollars,2016,3776.835284,
Total plant products,Indiana,Million dollars,2017,3856.64869,
Total plant products,Indiana,Million dollars,2018,3739.86442,
Total plant products,Indiana,Million dollars,2019,3650.667117,
Total plant products,Indiana,Million dollars,2020,4288.247605,
Total plant products,Indiana,Million dollars,2021,5558.106054,
Total plant products,Indiana,Million dollars,2022,6244.435677,
Tree nuts,Indiana,Million dollars,2000,0,
Tree nuts,Indiana,Million dollars,2001,0,
Tree nuts,Indiana,Million dollars,2002,0,
Tree nuts,Indiana,Million dollars,2003,0,
Tree nuts,Indiana,Million dollars,2004,0,
Tree nuts,Indiana,Million dollars,2005,0,
Tree nuts,Indiana,Million dollars,2006,0,
Tree nuts,Indiana,Million dollars,2007,0,
Tree nuts,Indiana,Million dollars,2008,0,
Tree nuts,Indiana,Million dollars,2009,0,
Tree nuts,Indiana,Million dollars,2010,0,
Tree nuts,Indiana,Million dollars,2011,0,
Tree nuts,Indiana,Million dollars,2012,0,
Tree nuts,Indiana,Million dollars,2013,0,
Tree nuts,Indiana,Million dollars,2014,0,
Tree nuts,Indiana,Million dollars,2015,0,
Tree nuts,Indiana,Million dollars,2016,0,
Tree nuts,Indiana,Million dollars,2017,0,
Tree nuts,Indiana,Million dollars,2018,0,
Tree nuts,Indiana,Million dollars,2019,0,
Tree nuts,Indiana,Million dollars,2020,0,
Tree nuts,Indiana,Million dollars,2021,0,
Tree nuts,Indiana,Million dollars,2022,0,
Vegetable oils,Indiana,Million dollars,2000,109.0297482,
Vegetable oils,Indiana,Million dollars,2001,117.171237,
Vegetable oils,Indiana,Million dollars,2002,141.7381422,
Vegetable oils,Indiana,Million dollars,2003,124.3960756,
Vegetable oils,Indiana,Million dollars,2004,162.0700851,
Vegetable oils,Indiana,Million dollars,2005,129.3372582,
Vegetable oils,Indiana,Million dollars,2006,174.8556815,
Vegetable oils,Indiana,Million dollars,2007,232.0685602,
Vegetable oils,Indiana,Million dollars,2008,314.8204544,
Vegetable oils,Indiana,Million dollars,2009,247.0290462,
Vegetable oils,Indiana,Million dollars,2010,313.5682709,
Vegetable oils,Indiana,Million dollars,2011,332.2918786,
Vegetable oils,Indiana,Million dollars,2012,327.7043085,
Vegetable oils,Indiana,Million dollars,2013,269.5521369,
Vegetable oils,Indiana,Million dollars,2014,275.1031842,
Vegetable oils,Indiana,Million dollars,2015,248.7194792,
Vegetable oils,Indiana,Million dollars,2016,223.8325222,
Vegetable oils,Indiana,Million dollars,2017,242.5941553,
Vegetable oils,Indiana,Million dollars,2018,228.6013797,
Vegetable oils,Indiana,Million dollars,2019,230.9151886,
Vegetable oils,Indiana,Million dollars,2020,245.0529588,
Vegetable oils,Indiana,Million dollars,2021,305.6345407,
Vegetable oils,Indiana,Million dollars,2022,312.6959329,
"Vegetables, fresh",Indiana,Million dollars,2000,7.605381301,
"Vegetables, fresh",Indiana,Million dollars,2001,8.094847288,
"Vegetables, fresh",Indiana,Million dollars,2002,7.578328155,
"Vegetables, fresh",Indiana,Million dollars,2003,6.000753535,
"Vegetables, fresh",Indiana,Million dollars,2004,7.551669331,
"Vegetables, fresh",Indiana,Million dollars,2005,7.278288469,
"Vegetables, fresh",Indiana,Million dollars,2006,6.625579235,
"Vegetables, fresh",Indiana,Million dollars,2007,7.648213297,
"Vegetables, fresh",Indiana,Million dollars,2008,7.134321806,
"Vegetables, fresh",Indiana,Million dollars,2009,8.193658833,
